Combined_Key,Last_Update,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
"Otter Tail, Minnesota, US",2022-02-01 04:21:11,12220,154,,20801.41626663943,1.260229132569558
"Pennington, Minnesota, US",2022-02-01 04:21:11,3174,35,,22480.345633543453,1.1027095148078134
"Pine, Minnesota, US",2022-02-01 04:21:11,6411,58,,21674.160722133947,0.9046950553735766
"Pipestone, Minnesota, US",2022-02-01 04:21:11,1883,32,,20633.355248739863,1.699415825809878
"Polk, Minnesota, US",2022-02-01 04:21:11,7617,95,,24285.805381966587,1.247210187737955
"Pope, Minnesota, US",2022-02-01 04:21:11,2654,15,,23593.208285180903,0.5651846269781462
"Ramsey, Minnesota, US",2022-02-01 04:21:11,114533,1240,,20812.035157662533,1.0826574000506404
"Red Lake, Minnesota, US",2022-02-01 04:21:11,855,11,,21085.08014796548,1.286549707602339
"Redwood, Minnesota, US",2022-02-01 04:21:11,3567,50,,23513.51351351352,1.4017381553125876
"Renville, Minnesota, US",2022-02-01 04:21:11,3321,53,,22827.88012097884,1.5959048479373683
"Rice, Minnesota, US",2022-02-01 04:21:11,16191,159,,24175.77495072568,0.9820270520659624
"Rock, Minnesota, US",2022-02-01 04:21:11,2222,32,,23853.99892646269,1.44014401440144
"Roseau, Minnesota, US",2022-02-01 04:21:11,4136,40,,27273.326739202108,0.9671179883945842
"Scott, Minnesota, US",2022-02-01 04:21:11,37237,230,,24989.094911182245,0.6176652254478073
"Sherburne, Minnesota, US",2022-02-01 04:21:11,25643,166,,26371.377445031776,0.6473501540381391
"Sibley, Minnesota, US",2022-02-01 04:21:11,3222,23,,21675.075681130173,0.7138423339540658
"St. Louis, Minnesota, US",2022-02-01 04:21:11,41592,486,,20893.15316220425,1.1684939411425277
"Stearns, Minnesota, US",2022-02-01 04:21:11,46761,340,,29030.57581871799,0.7271016445328372
"Steele, Minnesota, US",2022-02-01 04:21:11,9506,50,,25937.95192228983,0.5259835893120135
"Stevens, Minnesota, US",2022-02-01 04:21:11,2381,12,,24283.5288118307,0.5039899202015959
"Swift, Minnesota, US",2022-02-01 04:21:11,2071,31,,22350.528815022662,1.496861419604056
"Todd, Minnesota, US",2022-02-01 04:21:11,6110,54,,24772.94842685696,0.88379705400982
"Traverse, Minnesota, US",2022-02-01 04:21:11,732,9,,22460.87756980669,1.2295081967213115
"Unassigned, Minnesota, US",2022-02-01 04:21:11,9172,150,,,1.6354121238552115
"Wabasha, Minnesota, US",2022-02-01 04:21:11,5016,14,,23193.230683867387,0.2791068580542264
"Wadena, Minnesota, US",2022-02-01 04:21:11,3811,47,,27854.114895483115,1.2332721070585149
"Waseca, Minnesota, US",2022-02-01 04:21:11,5083,37,,27310.337416720395,0.7279165846940783
"Washington, Minnesota, US",2022-02-01 04:21:11,61357,439,,23379.439109891784,0.7154847857620158
"Watonwan, Minnesota, US",2022-02-01 04:21:11,2644,22,,24263.558777645223,0.8320726172465961
"Wilkin, Minnesota, US",2022-02-01 04:21:11,1484,19,,23908.49041404865,1.280323450134771
"Winona, Minnesota, US",2022-02-01 04:21:11,11258,66,,22300.134696141347,0.5862497779356902
"Wright, Minnesota, US",2022-02-01 04:21:11,34108,287,,24648.60489821284,0.8414448223290724
"Yellow Medicine, Minnesota, US",2022-02-01 04:21:11,2341,27,,24111.6489854774,1.1533532678342588
"Adams, Mississippi, US",2022-02-01 04:21:11,6307,129,,20548.659303424232,2.045346440462977
"Alcorn, Mississippi, US",2022-02-01 04:21:11,9125,126,,24693.52961870484,1.3808219178082193
"Amite, Mississippi, US",2022-02-01 04:21:11,2907,60,,23639.912173700897,2.063983488132095
"Attala, Mississippi, US",2022-02-01 04:21:11,4367,94,,24028.83239793111,2.1525074421799864
"Benton, Mississippi, US",2022-02-01 04:21:11,2054,44,,24869.838963554907,2.142161635832522
"Bolivar, Mississippi, US",2022-02-01 04:21:11,8465,158,,27638.108919942533,1.8665091553455404
"Calhoun, Mississippi, US",2022-02-01 04:21:11,4244,55,,29552.25959195042,1.295947219604147
"Carroll, Mississippi, US",2022-02-01 04:21:11,2409,45,,24218.357293656383,1.86799501867995
"Chickasaw, Mississippi, US",2022-02-01 04:21:11,5018,81,,29339.88189206572,1.614188919888402
"Choctaw, Mississippi, US",2022-02-01 04:21:11,1884,28,,22947.62484774665,1.4861995753715498
"Claiborne, Mississippi, US",2022-02-01 04:21:11,2056,42,,22874.944370271474,2.0428015564202333
"Clarke, Mississippi, US",2022-02-01 04:21:11,3878,96,,24953.34920532784,2.475502836513667
"Clay, Mississippi, US",2022-02-01 04:21:11,4674,83,,24197.55642990267,1.775780915703894
"Coahoma, Mississippi, US",2022-02-01 04:21:11,5988,117,,27065.6300849756,1.9539078156312624
"Copiah, Mississippi, US",2022-02-01 04:21:11,6356,98,,22647.42561909852,1.5418502202643172
"Covington, Mississippi, US",2022-02-01 04:21:11,6640,98,,35629.963511483154,1.4759036144578312
"DeSoto, Mississippi, US",2022-02-01 04:21:11,46370,483,,25072.318797480333,1.041621738192797
"Forrest, Mississippi, US",2022-02-01 04:21:11,19914,270,,26588.51489378747,1.3558300692979812
"Franklin, Mississippi, US",2022-02-01 04:21:11,1774,34,,23000.12965123817,1.9165727170236757
"George, Mississippi, US",2022-02-01 04:21:11,6641,81,,27106.122448979597,1.2196958289414246
"Greene, Mississippi, US",2022-02-01 04:21:11,2852,50,,20992.19785072869,1.753155680224404
"Grenada, Mississippi, US",2022-02-01 04:21:11,5120,119,,24665.189324597744,2.32421875
"Hancock, Mississippi, US",2022-02-01 04:21:11,10899,142,,22881.67618407793,1.302871823103037
"Harrison, Mississippi, US",2022-02-01 04:21:11,47331,589,,22746.539792387543,1.2444275422027846
"Hinds, Mississippi, US",2022-02-01 04:21:11,49670,699,,21424.25810904072,1.4072881014697
"Holmes, Mississippi, US",2022-02-01 04:21:11,4165,96,,24485.59670781893,2.304921968787515
"Humphreys, Mississippi, US",2022-02-01 04:21:11,1866,40,,23139.88095238096,2.143622722400857
"Issaquena, Mississippi, US",2022-02-01 04:21:11,239,7,,18010.55011303693,2.928870292887029
"Itawamba, Mississippi, US",2022-02-01 04:21:11,6825,118,,29179.136383069686,1.728937728937729
"Jackson, Mississippi, US",2022-02-01 04:21:11,34152,402,,23779.914634061424,1.1770906535488406
"Jasper, Mississippi, US",2022-02-01 04:21:11,4422,66,,26991.39351767076,1.492537313432836
"Jefferson, Mississippi, US",2022-02-01 04:21:11,1363,35,,19499.284692417743,2.5678650036683788
"Jefferson Davis, Mississippi, US",2022-02-01 04:21:11,2646,43,,23777.85765636233,1.6250944822373394
"Jones, Mississippi, US",2022-02-01 04:21:11,19678,261,,28896.59020822932,1.3263543042992174
"Kemper, Mississippi, US",2022-02-01 04:21:11,2041,43,,20950.523506466845,2.106810387065164
"Lafayette, Mississippi, US",2022-02-01 04:21:11,13682,162,,25328.12528925008,1.1840374214296157
"Lamar, Mississippi, US",2022-02-01 04:21:11,15846,144,,25016.181740681684,0.9087466868610374
"Lauderdale, Mississippi, US",2022-02-01 04:21:11,17376,328,,23441.48397976391,1.887661141804788
"Lawrence, Mississippi, US",2022-02-01 04:21:11,3262,45,,25917.68631813126,1.3795217657878602
"Leake, Mississippi, US",2022-02-01 04:21:11,5656,96,,24822.259282015268,1.6973125884016973
"Lee, Mississippi, US",2022-02-01 04:21:11,24755,265,,28974.90519219065,1.0704908099373864
"Leflore, Mississippi, US",2022-02-01 04:21:11,7032,149,,24951.211723379347,2.1188850967007964
"Lincoln, Mississippi, US",2022-02-01 04:21:11,7374,143,,21591.075454572077,1.9392459994575533
"Lowndes, Mississippi, US",2022-02-01 04:21:11,15967,211,,27249.76533833945,1.321475543308073
"Madison, Mississippi, US",2022-02-01 04:21:11,22307,293,,20990.47726588377,1.3134890393150132
"Marion, Mississippi, US",2022-02-01 04:21:11,6521,125,,26537.25633825744,1.9168839135101976
"Marshall, Mississippi, US",2022-02-01 04:21:11,8989,154,,25468.91822972743,1.7132050283680054
"Monroe, Mississippi, US",2022-02-01 04:21:11,9877,190,,28018.268467037327,1.9236610306773312
"Montgomery, Mississippi, US",2022-02-01 04:21:11,2772,63,,28358.05626598465,2.272727272727273
"Neshoba, Mississippi, US",2022-02-01 04:21:11,9626,215,,33058.58918881791,2.233534178267193
"Newton, Mississippi, US",2022-02-01 04:21:11,5340,89,,25406.79417642021,1.6666666666666667
"Noxubee, Mississippi, US",2022-02-01 04:21:11,2583,46,,24796.00652779111,1.7808749516066589
"Oktibbeha, Mississippi, US",2022-02-01 04:21:11,9820,146,,19803.57755056769,1.4867617107942974
"Panola, Mississippi, US",2022-02-01 04:21:11,9613,143,,28114.76368741226,1.4875689170914386
"Pearl River, Mississippi, US",2022-02-01 04:21:11,13901,249,,25031.06149275232,1.7912380404287462
"Perry, Mississippi, US",2022-02-01 04:21:11,2809,57,,23461.120855257665,2.029191883232467
"Pike, Mississippi, US",2022-02-01 04:21:11,8290,162,,21100.590511097536,1.95416164053076
"Pontotoc, Mississippi, US",2022-02-01 04:21:11,9209,123,,28622.49020948592,1.33564990769899
"Prentiss, Mississippi, US",2022-02-01 04:21:11,7397,90,,29439.624293560453,1.216709476814925
"Quitman, Mississippi, US",2022-02-01 04:21:11,1479,28,,21775.618374558304,1.8931710615280597
"Rankin, Mississippi, US",2022-02-01 04:21:11,33409,428,,21516.5742476058,1.2810919213385614
"Scott, Mississippi, US",2022-02-01 04:21:11,6202,104,,22052.33963874271,1.676878426314092
"Sharkey, Mississippi, US",2022-02-01 04:21:11,877,22,,20296.227725063643,2.508551881413911
"Simpson, Mississippi, US",2022-02-01 04:21:11,6278,127,,23550.153799984997,2.022937241159605
"Smith, Mississippi, US",2022-02-01 04:21:11,3693,61,,23203.066097009298,1.6517736257784998
"Stone, Mississippi, US",2022-02-01 04:21:11,5000,67,,27268.76090750436,1.34
"Sunflower, Mississippi, US",2022-02-01 04:21:11,5514,111,,21959.37873357228,2.013057671381937
"Tallahatchie, Mississippi, US",2022-02-01 04:21:11,2990,54,,21652.54544137881,1.806020066889632
"Tate, Mississippi, US",2022-02-01 04:21:11,6637,128,,23434.90695950002,1.9285821907488323
"Tippah, Mississippi, US",2022-02-01 04:21:11,6397,93,,29057.460822166704,1.4538064717836483
"Tishomingo, Mississippi, US",2022-02-01 04:21:11,5506,103,,28406.33544858897,1.8706865237922263
"Tunica, Mississippi, US",2022-02-01 04:21:11,2383,41,,24740.44850498339,1.7205203524968526
"Unassigned, Mississippi, US",2022-02-01 04:21:11,0,0,,,
"Union, Mississippi, US",2022-02-01 04:21:11,8658,106,,30046.85059864654,1.2243012243012243
"Walthall, Mississippi, US",2022-02-01 04:21:11,3204,71,,22427.551448971022,2.215980024968789
"Warren, Mississippi, US",2022-02-01 04:21:11,9449,185,,20821.48916947621,1.957879140649804
"Washington, Mississippi, US",2022-02-01 04:21:11,9490,173,,21612.881186089413,1.8229715489989464
"Wayne, Mississippi, US",2022-02-01 04:21:11,5235,75,,25937.67031660308,1.4326647564469914
"Webster, Mississippi, US",2022-02-01 04:21:11,2841,54,,29321.911445969658,1.9007391763463568
"Wilkinson, Mississippi, US",2022-02-01 04:21:11,1726,41,,20000.0,2.3754345307068365
"Winston, Mississippi, US",2022-02-01 04:21:11,4743,97,,26416.040100250622,2.0451191229179844
"Yalobusha, Mississippi, US",2022-02-01 04:21:11,3728,50,,30789.560621076973,1.341201716738197
"Yazoo, Mississippi, US",2022-02-01 04:21:11,7635,96,,25715.72920175143,1.2573673870333988
"Adair, Missouri, US",2022-02-01 04:21:11,5169,56,,20396.16462139447,1.0833816985877345
"Andrew, Missouri, US",2022-02-01 04:21:11,4502,45,,25417.79584462512,0.9995557529986672
"Atchison, Missouri, US",2022-02-01 04:21:11,1187,19,,23079.914446820923,1.6006739679865207
"Audrain, Missouri, US",2022-02-01 04:21:11,5373,93,,21163.5418307862,1.7308766052484643
"Barry, Missouri, US",2022-02-01 04:21:11,6259,101,,17488.613819888793,1.6136763061191883
"Barton, Missouri, US",2022-02-01 04:21:11,2586,44,,22001.020929045437,1.7014694508894044
"Bates, Missouri, US",2022-02-01 04:21:11,3565,70,,22044.274053920355,1.9635343618513323
"Benton, Missouri, US",2022-02-01 04:21:11,3830,83,,19698.60618217353,2.16710182767624
"Bollinger, Missouri, US",2022-02-01 04:21:11,2337,35,,19261.5181735762,1.4976465554129226
"Boone, Missouri, US",2022-02-01 04:21:11,41077,215,,22762.006616314706,0.5234072595369672
"Buchanan, Missouri, US",2022-02-01 04:21:11,21358,270,,24447.14069868596,1.264163311171458
"Butler, Missouri, US",2022-02-01 04:21:11,9333,140,,21971.373416827533,1.5000535733419051
"Caldwell, Missouri, US",2022-02-01 04:21:11,1543,29,,17106.430155210644,1.8794556059624108
"Callaway, Missouri, US",2022-02-01 04:21:11,11256,102,,25157.00780010281,0.906183368869936
"Camden, Missouri, US",2022-02-01 04:21:11,8830,163,,19069.21498758233,1.8459796149490373
"Cape Girardeau, Missouri, US",2022-02-01 04:21:11,17469,212,,22148.82529700397,1.2135783387715382
"Carroll, Missouri, US",2022-02-01 04:21:11,2121,41,,24438.29934324231,1.933050447901933
"Carter, Missouri, US",2022-02-01 04:21:11,1424,19,,23804.74757606152,1.3342696629213484
"Cass, Missouri, US",2022-02-01 04:21:11,23279,249,,22006.995651351863,1.0696335753254005
"Cedar, Missouri, US",2022-02-01 04:21:11,2698,43,,18802.704021186142,1.5937731653076352
"Chariton, Missouri, US",2022-02-01 04:21:11,1555,33,,20939.94074872071,2.122186495176849
"Christian, Missouri, US",2022-02-01 04:21:11,19462,220,,21967.37964896439,1.1304079745144384
"Clark, Missouri, US",2022-02-01 04:21:11,1507,28,,22171.54627041342,1.85799601857996
"Clay, Missouri, US",2022-02-01 04:21:11,24758,306,,9905.26029414118,1.2359641328055575
"Clinton, Missouri, US",2022-02-01 04:21:11,4401,107,,21587.286015598176,2.4312656214496706
"Cole, Missouri, US",2022-02-01 04:21:11,19135,250,,24933.22040523813,1.3065064018813692
"Cooper, Missouri, US",2022-02-01 04:21:11,3944,71,,22271.16155627082,1.8002028397565923
"Crawford, Missouri, US",2022-02-01 04:21:11,5134,87,,21463.210702341134,1.694585118815738
"Dade, Missouri, US",2022-02-01 04:21:11,1320,38,,17458.00819997355,2.878787878787879
"Dallas, Missouri, US",2022-02-01 04:21:11,3561,64,,21098.471382865268,1.7972479640550407
"Daviess, Missouri, US",2022-02-01 04:21:11,1530,24,,18482.72529596521,1.568627450980392
"DeKalb, Missouri, US",2022-02-01 04:21:11,2024,40,,16131.346138519168,1.976284584980237
"Dent, Missouri, US",2022-02-01 04:21:11,3053,66,,19604.443588261736,2.161808057648215
"Douglas, Missouri, US",2022-02-01 04:21:11,2373,68,,17997.724687144484,2.8655710071639278
"Dunklin, Missouri, US",2022-02-01 04:21:11,6522,93,,22388.52081974529,1.4259429622815087
"Franklin, Missouri, US",2022-02-01 04:21:11,21554,295,,20731.578289264864,1.36865546998237
"Gasconade, Missouri, US",2022-02-01 04:21:11,3137,90,,21331.42934856521,2.868983104877272
"Gentry, Missouri, US",2022-02-01 04:21:11,2024,28,,30802.008826662608,1.383399209486166
"Greene, Missouri, US",2022-02-01 04:21:11,65596,882,,22381.14410104884,1.3445941825721082
"Grundy, Missouri, US",2022-02-01 04:21:11,2186,61,,22192.89340101523,2.7904849039341264
"Harrison, Missouri, US",2022-02-01 04:21:11,1705,27,,20414.27203065134,1.5835777126099706
"Henry, Missouri, US",2022-02-01 04:21:11,5379,68,,24647.17741935484,1.2641754973043318
"Hickory, Missouri, US",2022-02-01 04:21:11,1710,49,,17917.015926236378,2.865497076023392
"Holt, Missouri, US",2022-02-01 04:21:11,980,25,,22257.551669316374,2.5510204081632653
"Howard, Missouri, US",2022-02-01 04:21:11,2061,22,,20607.93920607939,1.0674429888403687
"Howell, Missouri, US",2022-02-01 04:21:11,8367,184,,20856.49475284792,2.199115573084738
"Iron, Missouri, US",2022-02-01 04:21:11,2010,33,,19851.85185185185,1.6417910447761197
"Jackson, Missouri, US",2022-02-01 04:21:11,89938,995,,12793.256435532305,1.1063176855166892
"Jasper, Missouri, US",2022-02-01 04:21:11,31683,467,,26113.51048397732,1.473976580500584
"Jefferson, Missouri, US",2022-02-01 04:21:11,51238,505,,22764.24931469116,0.9855966275030252
"Johnson, Missouri, US",2022-02-01 04:21:11,11437,126,,21155.340164995745,1.1016875054647195
"Kansas City, Missouri, US",2022-02-01 04:21:11,107342,1065,,21953.888285546574,0.9921559128766
"Knox, Missouri, US",2022-02-01 04:21:11,892,10,,22530.94215711038,1.1210762331838564
"Laclede, Missouri, US",2022-02-01 04:21:11,7694,158,,21537.94474148308,2.053548219391734
"Lafayette, Missouri, US",2022-02-01 04:21:11,7368,110,,22526.59899718724,1.492942453854506
"Lawrence, Missouri, US",2022-02-01 04:21:11,7290,143,,19006.648416112632,1.96159122085048
"Lewis, Missouri, US",2022-02-01 04:21:11,2531,31,,25889.93453355156,1.2248123271434217
"Lincoln, Missouri, US",2022-02-01 04:21:11,14550,105,,24655.584362767524,0.7216494845360825
"Linn, Missouri, US",2022-02-01 04:21:11,2241,59,,18800.3355704698,2.6327532351628737
"Livingston, Missouri, US",2022-02-01 04:21:11,3477,86,,22834.43882577001,2.4733966062697728
"Macon, Missouri, US",2022-02-01 04:21:11,3404,40,,22517.695309915987,1.1750881316098707
"Madison, Missouri, US",2022-02-01 04:21:11,3368,46,,27862.34281932496,1.3657957244655583
"Maries, Missouri, US",2022-02-01 04:21:11,1505,28,,17304.817753248248,1.8604651162790695
"Marion, Missouri, US",2022-02-01 04:21:11,7591,110,,26607.08026638626,1.4490844421024898
"McDonald, Missouri, US",2022-02-01 04:21:11,4847,62,,21224.32893987827,1.2791417371570044
"Mercer, Missouri, US",2022-02-01 04:21:11,632,12,,17473.043959082108,1.8987341772151896
"Miller, Missouri, US",2022-02-01 04:21:11,5797,105,,22627.737226277368,1.811281697429705
"Mississippi, Missouri, US",2022-02-01 04:21:11,2954,51,,22412.74658573596,1.7264725795531484
"Moniteau, Missouri, US",2022-02-01 04:21:11,3660,48,,22687.825440119013,1.3114754098360657
"Monroe, Missouri, US",2022-02-01 04:21:11,2043,38,,23634.891254049053,1.860009789525208
"Montgomery, Missouri, US",2022-02-01 04:21:11,2256,49,,19530.776556142333,2.171985815602837
"Morgan, Missouri, US",2022-02-01 04:21:11,3814,85,,18490.32821059776,2.228631358154169
"New Madrid, Missouri, US",2022-02-01 04:21:11,4561,71,,26710.00234246896,1.5566761675071257
"Newton, Missouri, US",2022-02-01 04:21:11,10649,177,,18285.939968404426,1.6621278993332709
"Nodaway, Missouri, US",2022-02-01 04:21:11,5624,41,,25457.179069346366,0.7290184921763869
"Oregon, Missouri, US",2022-02-01 04:21:11,1900,27,,18045.39842340203,1.4210526315789471
"Osage, Missouri, US",2022-02-01 04:21:11,3032,39,,22269.555637164893,1.2862796833773087
"Ozark, Missouri, US",2022-02-01 04:21:11,1586,48,,17287.987791584914,3.0264817150063053
"Pemiscot, Missouri, US",2022-02-01 04:21:11,2824,62,,17867.76336602341,2.1954674220963173
"Perry, Missouri, US",2022-02-01 04:21:11,4599,44,,24033.235785953173,0.9567297238530116
"Pettis, Missouri, US",2022-02-01 04:21:11,11157,135,,26351.590731949254,1.2100026888948645
"Phelps, Missouri, US",2022-02-01 04:21:11,9423,214,,21140.600812150853,2.2710389472567125
"Pike, Missouri, US",2022-02-01 04:21:11,4003,55,,21871.92656540269,1.3739695228578566
"Platte, Missouri, US",2022-02-01 04:21:11,9464,83,,9063.571414890152,0.8770076077768385
"Polk, Missouri, US",2022-02-01 04:21:11,7450,84,,23173.3490932844,1.12751677852349
"Pulaski, Missouri, US",2022-02-01 04:21:11,8356,104,,15883.817742885927,1.2446146481570128
"Putnam, Missouri, US",2022-02-01 04:21:11,905,20,,19271.720613287904,2.209944751381216
"Ralls, Missouri, US",2022-02-01 04:21:11,2332,19,,22621.01076729072,0.8147512864493996
"Randolph, Missouri, US",2022-02-01 04:21:11,5635,90,,22769.51672862453,1.5971606033717836
"Ray, Missouri, US",2022-02-01 04:21:11,4783,80,,20779.390042575367,1.6725904244198202
"Reynolds, Missouri, US",2022-02-01 04:21:11,1071,19,,17081.33971291866,1.7740429505135389
"Ripley, Missouri, US",2022-02-01 04:21:11,2543,53,,19137.56773028296,2.0841525756979946
"Saline, Missouri, US",2022-02-01 04:21:11,5974,90,,26246.649971442384,1.5065282892534315
"Schuyler, Missouri, US",2022-02-01 04:21:11,656,24,,14077.253218884118,3.658536585365854
"Scotland, Missouri, US",2022-02-01 04:21:11,628,17,,12811.09751121991,2.707006369426752
"Scott, Missouri, US",2022-02-01 04:21:11,10300,140,,26907.00104493208,1.3592233009708738
"Shannon, Missouri, US",2022-02-01 04:21:11,1461,32,,17891.25642909625,2.190280629705681
"Shelby, Missouri, US",2022-02-01 04:21:11,1424,13,,24013.490725126478,0.9129213483146068
"St. Charles, Missouri, US",2022-02-01 04:21:11,90294,776,,22459.96487754401,0.8594148005404567
"St. Clair, Missouri, US",2022-02-01 04:21:11,1952,29,,20772.586995849742,1.485655737704918
"St. Francois, Missouri, US",2022-02-01 04:21:11,17468,252,,25988.24667112996,1.4426379665674376
"St. Louis, Missouri, US",2022-02-01 04:21:11,210980,2973,,21220.975553331555,1.409138306948526
"St. Louis City, Missouri, US",2022-02-01 04:21:11,53792,703,,17896.305759608218,1.3068857822724569
"Ste. Genevieve, Missouri, US",2022-02-01 04:21:11,3471,35,,19397.563429082373,1.0083549409392103
"Stoddard, Missouri, US",2022-02-01 04:21:11,5767,112,,19869.07838070629,1.9420842725854
"Stone, Missouri, US",2022-02-01 04:21:11,5435,102,,17009.889834752128,1.87672493100276
"Sullivan, Missouri, US",2022-02-01 04:21:11,1604,19,,26342.58498932501,1.1845386533665836
"Taney, Missouri, US",2022-02-01 04:21:11,12665,187,,22645.18666857388,1.476510067114094
"Texas, Missouri, US",2022-02-01 04:21:11,4327,79,,17036.774549177102,1.8257453200831983
"Unassigned, Missouri, US",2022-02-01 04:21:11,0,0,,,
"Vernon, Missouri, US",2022-02-01 04:21:11,4722,93,,22963.575353790788,1.9695044472681067
"Warren, Missouri, US",2022-02-01 04:21:11,7845,90,,22006.22738365733,1.147227533460803
"Washington, Missouri, US",2022-02-01 04:21:11,5532,117,,22369.59158916296,2.1149674620390457
"Wayne, Missouri, US",2022-02-01 04:21:11,2258,42,,17540.58882933271,1.8600531443755537
"Webster, Missouri, US",2022-02-01 04:21:11,8358,129,,21110.32531824611,1.5434314429289304
"Worth, Missouri, US",2022-02-01 04:21:11,385,3,,19125.683060109288,0.7792207792207793
"Wright, Missouri, US",2022-02-01 04:21:11,3618,71,,19782.38285308109,1.9624101713653952
"Beaverhead, Montana, US",2022-02-01 04:21:11,1974,24,,20882.259600126945,1.21580547112462
"Big Horn, Montana, US",2022-02-01 04:21:11,4076,89,,30602.89811547413,2.18351324828263
"Blaine, Montana, US",2022-02-01 04:21:11,1729,28,,25879.35937733872,1.6194331983805668
"Broadwater, Montana, US",2022-02-01 04:21:11,1140,18,,18278.01827801828,1.5789473684210529
"Carbon, Montana, US",2022-02-01 04:21:11,1892,27,,17641.02564102564,1.427061310782241
"Carter, Montana, US",2022-02-01 04:21:11,229,5,,18290.73482428115,2.183406113537118
"Cascade, Montana, US",2022-02-01 04:21:11,20687,291,,25424.624536047,1.40668052400058
"Chouteau, Montana, US",2022-02-01 04:21:11,890,12,,15794.143744454304,1.348314606741573
"Custer, Montana, US",2022-02-01 04:21:11,2803,44,,24583.40641992633,1.569746699964324
"Daniels, Montana, US",2022-02-01 04:21:11,355,9,,21005.917159763318,2.535211267605634
"Dawson, Montana, US",2022-02-01 04:21:11,2150,53,,24962.26634157669,2.4651162790697674
"Deer Lodge, Montana, US",2022-02-01 04:21:11,2149,29,,23512.03501094092,1.3494648673801768
"Fallon, Montana, US",2022-02-01 04:21:11,633,10,,22241.74279690794,1.5797788309636651
"Fergus, Montana, US",2022-02-01 04:21:11,2198,52,,19891.40271493213,2.3657870791628755
"Flathead, Montana, US",2022-02-01 04:21:11,24578,228,,23676.858755755933,0.9276588819269264
"Gallatin, Montana, US",2022-02-01 04:21:11,31807,109,,27795.06090847126,0.3426918602823278
"Garfield, Montana, US",2022-02-01 04:21:11,214,3,,17011.12877583466,1.4018691588785046
"Glacier, Montana, US",2022-02-01 04:21:11,3149,65,,22896.822511452046,2.06414734836456
"Golden Valley, Montana, US",2022-02-01 04:21:11,138,5,,16808.769792935444,3.6231884057971016
"Granite, Montana, US",2022-02-01 04:21:11,491,6,,14530.92630955904,1.2219959266802445
"Hill, Montana, US",2022-02-01 04:21:11,4067,71,,24672.409609318125,1.7457585443816082
"Jefferson, Montana, US",2022-02-01 04:21:11,2349,23,,19221.013010391947,0.9791400595998296
"Judith Basin, Montana, US",2022-02-01 04:21:11,205,1,,10214.250124564023,0.4878048780487805
"Lake, Montana, US",2022-02-01 04:21:11,5842,91,,19180.510867424,1.5576857240671005
"Lewis and Clark, Montana, US",2022-02-01 04:21:11,15890,163,,22885.701117640285,1.025802391441158
"Liberty, Montana, US",2022-02-01 04:21:11,356,2,,15233.204963628585,0.5617977528089888
"Lincoln, Montana, US",2022-02-01 04:21:11,4304,76,,21541.54154154154,1.7657992565055762
"Madison, Montana, US",2022-02-01 04:21:11,1697,20,,19732.55813953488,1.1785503830288744
"McCone, Montana, US",2022-02-01 04:21:11,362,9,,21754.80769230769,2.4861878453038675
"Meagher, Montana, US",2022-02-01 04:21:11,373,10,,20032.223415682063,2.680965147453083
"Mineral, Montana, US",2022-02-01 04:21:11,990,15,,22515.35137593814,1.5151515151515151
"Missoula, Montana, US",2022-02-01 04:21:11,24183,199,,20219.89966555184,0.8228921142951661
"Musselshell, Montana, US",2022-02-01 04:21:11,860,26,,18562.48650982085,3.0232558139534884
"Park, Montana, US",2022-02-01 04:21:11,3676,34,,22136.577140792484,0.9249183895538629
"Petroleum, Montana, US",2022-02-01 04:21:11,34,1,,6981.5195071868575,2.9411764705882355
"Phillips, Montana, US",2022-02-01 04:21:11,988,28,,24987.35457764289,2.834008097165992
"Pondera, Montana, US",2022-02-01 04:21:11,1032,6,,17458.97479275926,0.5813953488372093
"Powder River, Montana, US",2022-02-01 04:21:11,309,10,,18370.986920332936,3.236245954692557
"Powell, Montana, US",2022-02-01 04:21:11,1741,26,,25268.505079825834,1.4933946008041357
"Prairie, Montana, US",2022-02-01 04:21:11,237,3,,22005.57103064067,1.2658227848101269
"Ravalli, Montana, US",2022-02-01 04:21:11,6465,130,,14758.252294206271,2.010827532869296
"Richland, Montana, US",2022-02-01 04:21:11,2373,30,,21966.1205220772,1.2642225031605565
"Roosevelt, Montana, US",2022-02-01 04:21:11,2777,70,,25236.27771719375,2.5207057976233345
"Rosebud, Montana, US",2022-02-01 04:21:11,1955,58,,21875.349669911604,2.966751918158568
"Sanders, Montana, US",2022-02-01 04:21:11,2014,44,,16626.764633038885,2.184707050645481
"Sheridan, Montana, US",2022-02-01 04:21:11,624,10,,18857.66092475068,1.6025641025641026
"Silver Bow, Montana, US",2022-02-01 04:21:11,7798,118,,22334.24029786625,1.5132085150038472
"Stillwater, Montana, US",2022-02-01 04:21:11,1389,29,,14405.724953329183,2.087832973362131
"Sweet Grass, Montana, US",2022-02-01 04:21:11,728,8,,19480.86700561948,1.098901098901099
"Teton, Montana, US",2022-02-01 04:21:11,1191,18,,19375.30502684236,1.5113350125944585
"Toole, Montana, US",2022-02-01 04:21:11,1141,22,,24092.06081081081,1.9281332164767748
"Treasure, Montana, US",2022-02-01 04:21:11,125,1,,17959.77011494253,0.8
"Unassigned, Montana, US",2022-02-01 04:21:11,0,0,,,
